date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:55:17	1787540/1787540	---M--	200	added ('OK')	video/mp4	etag:%221b4694-6575ae48-43d67d262e95f9c9;;;%22	https://trxproxtrade.com/temp/custom/video3.mp4	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/video3.mp4	(from https://trxproxtrade.com/)
01:55:20	1750806/1750806	---M--	200	added ('OK')	video/mp4	etag:%221ab716-6575ae48-5875043088a812e6;;;%22	https://trxproxtrade.com/temp/custom/video5.mp4	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/video5.mp4	(from https://trxproxtrade.com/)
01:55:31	4118204/4118204	---M--	200	added ('OK')	video/mp4	etag:%223ed6bc-6575ae48-68ce941f275b35b1;;;%22	https://trxproxtrade.com/temp/custom/video4.mp4	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/video4.mp4	(from https://trxproxtrade.com/)
01:55:35	4547/4547	---M--	200	added ('OK')	image/png	etag:%2211c3-6575ae49-826e04f6c1ccf979;;;%22	https://trxproxtrade.com/temp/custom/assets/images/funds/1.png	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/images/funds/1.png	(from https://trxproxtrade.com/)
01:55:35	7631/7631	---M--	200	added ('OK')	image/png	etag:%221dcf-6575ae49-5655cfaabefa59a8;;;%22	https://trxproxtrade.com/temp/custom/assets/images/funds/2.png	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/images/funds/2.png	(from https://trxproxtrade.com/)
01:55:36	6019/6019	---M--	200	added ('OK')	image/png	etag:%221783-6575ae49-71b45073315e405b;;;%22	https://trxproxtrade.com/temp/custom/assets/images/funds/3.png	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/images/funds/3.png	(from https://trxproxtrade.com/)
01:55:38	154682/154682	---M--	200	added ('OK')	image/png	etag:%2225c3a-6575ae49-24e87d639ed9573c;;;%22	https://trxproxtrade.com/temp/custom/assets/images/company/certt.png	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/images/company/certt.png	(from https://trxproxtrade.com/)
01:55:39	2558812/2558812	---M--	200	added ('OK')	video/mp4	etag:%22270b5c-6575ae48-e22952f1c8158186;;;%22	https://trxproxtrade.com/temp/custom/video9.mp4	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/video9.mp4	(from https://trxproxtrade.com/)
01:55:39	4938/4938	---M--	200	added ('OK')	image/png	etag:%22134a-6575ae49-bfb61b22dde7b09b;;;%22	https://trxproxtrade.com/temp/custom/assets/images/investment/notebook.png	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/images/investment/notebook.png	(from https://trxproxtrade.com/)
01:55:40	31354/31354	---M--	200	added ('OK')	image/png	etag:%227a7a-6575ae49-4baefd7b59a86dc0;;;%22	https://trxproxtrade.com/temp/custom/assets/images/payments/payment.png	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/images/payments/payment.png	(from https://trxproxtrade.com/)
01:55:41	919/919	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2013%20Feb%202024%2009:55:41%20GMT	https://trxproxtrade.com/cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	(from https://trxproxtrade.com/)
01:55:42	39953/39953	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Feb%202024%2009:55:42%20GMT	https://trxproxtrade.com/terms	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/terms.html	(from https://trxproxtrade.com/)
01:55:43	4296015/4296015	---M--	200	added ('OK')	video/mp4	etag:%22418d4f-6575ae48-9869c7903e30a85f;;;%22	https://trxproxtrade.com/temp/custom/video7.mp4	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/video7.mp4	(from https://trxproxtrade.com/)
01:55:43	919/919	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2013%20Feb%202024%2009:55:43%20GMT	https://trxproxtrade.com/storage/app/public/photos/photos/6XnjHMDGr02c8SZKHkaNzl6aA4dEtvfvCjkntkgG.png	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/storage/app/public/photos/photos/6XnjHMDGr02c8SZKHkaNzl6aA4dEtvfvCjkntkgG.png	(from https://trxproxtrade.com/)
01:55:44	919/919	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2013%20Feb%202024%2009:55:44%20GMT	https://trxproxtrade.com/howtobuy	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/howtobuy	(from https://trxproxtrade.com/)
01:55:45	377/377	---M-Z	200	added ('OK')	image/svg+xml	etag:%22179-6575ae49-35153b9d47ff9058;gz%22	https://trxproxtrade.com/temp/custom/assets/images/check-line.svg	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/images/check-line.svg	(from https://trxproxtrade.com/)
01:55:46	530/530	---M-Z	200	added ('OK')	image/svg+xml	etag:%22212-6575ae49-c0604450739b7936;gz%22	https://trxproxtrade.com/temp/custom/assets/images/cross-line.svg	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/images/cross-line.svg	(from https://trxproxtrade.com/)
01:55:48	567992/567992	---M-Z	200	added ('OK')	application/x-javascript	etag:%228aab8-6575ae49-f11b73d236fb763d;gz%22	https://trxproxtrade.com/temp/custom/assets/js/app.js	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/js/app.js	(from https://trxproxtrade.com/)
01:55:50	16952/16952	---M-Z	200	added ('OK')	text/css	etag:%224238-6575ae48-960d9969135fce0c;gz%22	https://trxproxtrade.com/temp/custom/resource/views/home/home4/alert/css/animate.min.css	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/resource/views/home/home4/alert/css/animate.min.css	(from https://trxproxtrade.com/)
01:55:50	583013/583013	---M-Z	200	added ('OK')	application/x-javascript	etag:%228e565-6575ae48-529890cb364e3aa6;gz%22	https://trxproxtrade.com/temp/custom/indexAnimate.js	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/indexAnimate.js	(from https://trxproxtrade.com/)
01:55:54	31077/31077	---M-Z	200	added ('OK')	text/css	etag:%227965-6575ae48-52d4120f703e581e;gz%22	https://trxproxtrade.com/temp/custom/resource/views/home/home4/alert/css/font-awesome.min.css	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/resource/views/home/home4/alert/css/font-awesome.min.css	(from https://trxproxtrade.com/)
01:55:56	86659/86659	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215283-6575ae48-8b51c4a3b9de9812;gz%22	https://trxproxtrade.com/temp/custom/resource/views/home/home4/alert/js/jquery-3.2.1.min.js	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/resource/views/home/home4/alert/js/jquery-3.2.1.min.js	(from https://trxproxtrade.com/)
01:55:56	3570/3570	---M-Z	200	added ('OK')	application/x-javascript	etag:%22df2-6575ae48-56da485065c11e04;gz%22	https://trxproxtrade.com/temp/custom/resource/views/home/home4/alert/js/jquery.fake-notification.min.js	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/resource/views/home/home4/alert/js/jquery.fake-notification.min.js	(from https://trxproxtrade.com/)
01:55:57	52452/52452	---M--	200	added ('OK')	application/font-woff	etag:%22cce4-6575ae49-a4b98eaf845be97f;;;%22	https://trxproxtrade.com/temp/custom/assets/fonts/ProximaNova/ProximaNova-Light.woff	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/fonts/ProximaNova/ProximaNova-Light.woff	(from https://trxproxtrade.com/temp/custom/assets/css/app.css)
01:55:58	52396/52396	---M--	200	added ('OK')	application/font-woff	etag:%22ccac-6575ae49-301bdb6721f97fe4;;;%22	https://trxproxtrade.com/temp/custom/assets/fonts/ProximaNova/ProximaNova-Regular.woff	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/fonts/ProximaNova/ProximaNova-Regular.woff	(from https://trxproxtrade.com/temp/custom/assets/css/app.css)
01:55:59	51896/51896	---M--	200	added ('OK')	application/font-woff	etag:%22cab8-6575ae49-cfb1a5aeeb02320b;;;%22	https://trxproxtrade.com/temp/custom/assets/fonts/ProximaNova/ProximaNova-Semibold.woff	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/fonts/ProximaNova/ProximaNova-Semibold.woff	(from https://trxproxtrade.com/temp/custom/assets/css/app.css)
01:56:00	52068/52068	---M--	200	added ('OK')	application/font-woff	etag:%22cb64-6575ae49-cdcd21a8be8bfcb4;;;%22	https://trxproxtrade.com/temp/custom/assets/fonts/ProximaNova/ProximaNova-Bold.woff	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/fonts/ProximaNova/ProximaNova-Bold.woff	(from https://trxproxtrade.com/temp/custom/assets/css/app.css)
01:56:01	2488/2488	---M--	200	added ('OK')	image/png	etag:%229b8-6575ae49-bdcea5b62bed7ae2;;;%22	https://trxproxtrade.com/temp/custom/assets/images/logo/slogan-bg.png	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/images/logo/slogan-bg.png	(from https://trxproxtrade.com/temp/custom/assets/css/app.css)
01:56:02	8947476/8947476	---M--	200	added ('OK')	video/mp4	etag:%22888714-6575ae48-6d0674aa8a2ff769;;;%22	https://trxproxtrade.com/temp/custom/video8.mp4	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/video8.mp4	(from https://trxproxtrade.com/)
01:56:04	598515/598515	---M--	200	added ('OK')	image/png	etag:%22921f3-6575ae49-315916565dcf8731;;;%22	https://trxproxtrade.com/temp/custom/assets/images/auth.png	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/images/auth.png	(from https://trxproxtrade.com/temp/custom/assets/css/app.css)
01:56:05	3854/3854	---M--	200	added ('OK')	image/png	etag:%22f0e-6575ae49-238cd14b078efdb4;;;%22	https://trxproxtrade.com/temp/custom/assets/images/intro/bremby.png	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/images/intro/bremby.png	(from https://trxproxtrade.com/temp/custom/assets/css/app.css)
01:56:05	109158/109158	---M--	200	added ('OK')	image/png	etag:%221aa66-6575ae49-8e98aa1a1d5f936;;;%22	https://trxproxtrade.com/temp/custom/assets/images/profile.png	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/images/profile.png	(from https://trxproxtrade.com/temp/custom/assets/css/app.css)
01:56:07	50537/50537	---M--	200	added ('OK')	image/png	etag:%22c569-6575ae49-e2e42e5b29904942;;;%22	https://trxproxtrade.com/temp/custom/assets/images/light2.png	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/images/light2.png	(from https://trxproxtrade.com/temp/custom/assets/css/app.css)
01:56:08	109200/109200	---M--	200	added ('OK')	image/png	etag:%221aa90-6575ae49-78cc54a3f3a3c0ba;;;%22	https://trxproxtrade.com/temp/custom/assets/images/decor.png	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/images/decor.png	(from https://trxproxtrade.com/temp/custom/assets/css/app.css)
01:56:08	35686/35686	---M--	200	added ('OK')	image/png	etag:%228b66-6575ae49-c4e244095f021319;;;%22	https://trxproxtrade.com/temp/custom/assets/images/light1.png	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/images/light1.png	(from https://trxproxtrade.com/temp/custom/assets/css/app.css)
01:56:09	3329/3329	---M--	200	added ('OK')	image/png	etag:%22d01-6575ae49-bcc79afc0ef76c3b;;;%22	https://trxproxtrade.com/temp/custom/assets/images/investment/notebook-shadow.png	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/images/investment/notebook-shadow.png	(from https://trxproxtrade.com/temp/custom/assets/css/app.css)
01:56:10	577/577	---M-Z	200	added ('OK')	image/svg+xml	etag:%22241-6575ae49-605a0b20cd9078c0;gz%22	https://trxproxtrade.com/temp/custom/assets/icons/box.svg	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/icons/box.svg	(from https://trxproxtrade.com/temp/custom/assets/css/app.css)
01:56:12	106073/106073	---M--	200	added ('OK')	image/png	etag:%2219e59-6575ae49-43b268c87bde7722;;;%22	https://trxproxtrade.com/temp/custom/assets/images/flag2.png	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/images/flag2.png	(from https://trxproxtrade.com/temp/custom/assets/css/app.css)
01:56:13	95762/95762	---M--	200	added ('OK')	image/png	etag:%2217612-6575ae49-cf8909908f05d174;;;%22	https://trxproxtrade.com/temp/custom/assets/images/faq/intro.png	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/images/faq/intro.png	(from https://trxproxtrade.com/temp/custom/assets/css/app.css)
01:56:14	123015/123015	---M--	200	added ('OK')	image/png	etag:%221e087-6575ae49-4e53cd00a0df1974;;;%22	https://trxproxtrade.com/temp/custom/assets/images/contacts/intro.png	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/images/contacts/intro.png	(from https://trxproxtrade.com/temp/custom/assets/css/app.css)
01:56:15	227134/227134	---M--	200	added ('OK')	image/png	etag:%223773e-6575ae49-e087c83a663da004;;;%22	https://trxproxtrade.com/temp/custom/assets/images/about/intro.png	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/images/about/intro.png	(from https://trxproxtrade.com/temp/custom/assets/css/app.css)
01:56:16	239373/239373	---M--	200	added ('OK')	image/png	etag:%223a70d-6575ae49-6d11600a4e0321f2;;;%22	https://trxproxtrade.com/temp/custom/assets/images/investments/intro.png	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/images/investments/intro.png	(from https://trxproxtrade.com/temp/custom/assets/css/app.css)
01:56:17	193970/193970	---M--	200	added ('OK')	image/png	etag:%222f5b2-6575ae49-b51a7118ea65f6e1;;;%22	https://trxproxtrade.com/temp/custom/assets/images/statistic/intro.png	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/images/statistic/intro.png	(from https://trxproxtrade.com/temp/custom/assets/css/app.css)
01:56:17	2849/2849	---M-Z	200	added ('OK')	text/html	etag:%22b21-6575ae49-aad39bcf2489b3c2;gz%22	https://trxproxtrade.com/temp/custom/assets/icons/users.html	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/assets/icons/users.html	(from https://trxproxtrade.com/temp/custom/assets/css/app.css)
01:56:18	197425/197425	---M-Z	200	added ('OK')	text/css	etag:%2230331-6575ae48-5307e1e017fce456;gz%22	https://trxproxtrade.com/temp/css/bootstrap.min.css	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/css/bootstrap.min.css	(from https://trxproxtrade.com/verify)
01:56:20	316661/316661	---M-Z	200	added ('OK')	text/css	etag:%224d4f5-6575ae48-47d9fb88f6749746;gz%22	https://trxproxtrade.com/temp/css/materialdesignicons.min.css	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/css/materialdesignicons.min.css	(from https://trxproxtrade.com/verify)
01:56:20	62152/62152	---M-Z	200	added ('OK')	text/css	etag:%22f2c8-6575ae48-7c702521249c05e;gz%22	https://trxproxtrade.com/temp/css/line.css	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/css/line.css	(from https://trxproxtrade.com/verify)
01:56:21	115965/115965	---M-Z	200	added ('OK')	text/css	etag:%221c4fd-6575ae48-86be5452455e4294;gz%22	https://trxproxtrade.com/temp/css/style.css	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/css/style.css	(from https://trxproxtrade.com/verify)
01:56:22	9196/9196	---M-Z	200	added ('OK')	text/css	etag:%2223ec-6575ae48-51333a56854cc0eb;gz%22	https://trxproxtrade.com/temp/css/colors/dark.css	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/css/colors/dark.css	(from https://trxproxtrade.com/verify)
01:56:23	89476/89476	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215d84-6575ae48-dba0f7dc2a3664ee;gz%22	https://trxproxtrade.com/temp/js/jquery-3.5.1.min.js	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/js/jquery-3.5.1.min.js	(from https://trxproxtrade.com/verify)
01:56:24	84152/84152	---M-Z	200	added ('OK')	application/x-javascript	etag:%22148b8-6575ae48-4e5bbccf522c6653;gz%22	https://trxproxtrade.com/temp/js/bootstrap.bundle.min.js	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/js/bootstrap.bundle.min.js	(from https://trxproxtrade.com/verify)
01:56:25	44342/44342	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ad36-6575ae48-a156fd3619facec8;gz%22	https://trxproxtrade.com/temp/js/owl.carousel.min.js	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/js/owl.carousel.min.js	(from https://trxproxtrade.com/verify)
01:56:26	1543/1543	---M-Z	200	added ('OK')	application/x-javascript	etag:%22607-6575ae48-b5ff5e613d657925;gz%22	https://trxproxtrade.com/temp/js/owl.init.js	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/js/owl.init.js	(from https://trxproxtrade.com/verify)
01:56:27	75779/75779	---M-Z	200	added ('OK')	application/x-javascript	etag:%2212803-6575ae48-6ee2ecbd2f50801d;gz%22	https://trxproxtrade.com/temp/js/feather.min.js	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/js/feather.min.js	(from https://trxproxtrade.com/verify)
01:56:28	925/925	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2013%20Feb%202024%2009:56:28%20GMT	https://trxproxtrade.com/temp/js/bundle.js	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/js/bundle.js	(from https://trxproxtrade.com/verify)
01:56:29	3166/3166	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c5e-6575ae48-ab5c6eddf37531e7;gz%22	https://trxproxtrade.com/temp/js/app.js	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/js/app.js	(from https://trxproxtrade.com/verify)
01:56:31	399689/399689	---M-Z	200	added ('OK')	application/x-javascript	etag:%2261949-6575ae48-64d0412967d51088;gz%22	https://trxproxtrade.com/temp/js/widget.js	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/js/widget.js	(from https://trxproxtrade.com/verify)
